Rebar 1 
 X,Y,Z
0.6048,0.1401,0.3400
0.6048,0.1410,0.3400
0.6048,0.1418,0.3400
0.6048,0.1427,0.3400
0.6048,0.1436,0.3400
0.6048,0.1444,0.3400
0.6048,0.1453,0.3400
0.6048,0.1462,0.3400
0.6048,0.1470,0.3400
0.6048,0.1479,0.3400
0.6048,0.1488,0.3400
0.6084,0.1496,0.3400
0.6084,0.1505,0.3400
0.6084,0.1514,0.3400
0.6084,0.1522,0.3400
0.6084,0.1531,0.3400
0.6084,0.1540,0.3400
0.6084,0.1548,0.3400
0.6121,0.1557,0.3400
0.6121,0.1566,0.3400
0.6121,0.1574,0.3400
0.6121,0.1583,0.3400
0.6121,0.1591,0.3400
0.6121,0.1600,0.3400
0.6121,0.1609,0.3400
0.6121,0.1617,0.3400
0.6121,0.1626,0.3400
0.6121,0.1635,0.3400
0.6121,0.1643,0.3400
0.6121,0.1652,0.3400
0.6158,0.1661,0.3400
0.6158,0.1669,0.3400
0.6158,0.1678,0.3400
0.6158,0.1687,0.3400
0.6158,0.1695,0.3400
0.6158,0.1704,0.3400
0.6158,0.1713,0.3400
0.6158,0.1721,0.3400
0.6158,0.1730,0.3400
0.6158,0.1739,0.3400
0.6158,0.1747,0.3400
0.6158,0.1756,0.3400
0.6158,0.1765,0.3400
0.6158,0.1773,0.3400
0.6158,0.1782,0.3400
0.6158,0.1791,0.3400
0.6158,0.1799,0.3400
0.6158,0.1808,0.3400
0.6158,0.1817,0.3400
0.6194,0.1825,0.3400
0.6231,0.1834,0.3400
0.6231,0.1843,0.3400
0.6268,0.1851,0.3400
0.6268,0.1860,0.3400
0.6304,0.1869,0.3400
0.6304,0.1877,0.3400
0.6304,0.1886,0.3400
0.6304,0.1894,0.3400
0.6304,0.1903,0.3400
0.6304,0.1912,0.3400
0.6304,0.1920,0.3400
0.6304,0.1929,0.3400

Rebar 3 
 X,Y,Z
0.5425,0.0068,0.3400
0.5461,0.0068,0.3400
0.5498,0.0068,0.3400
0.7441,0.0068,0.3400
0.7477,0.0068,0.3400
0.7514,0.0068,0.3400
0.7550,0.0068,0.3400
0.7587,0.0068,0.3400
0.7624,0.0068,0.3400
0.7660,0.0068,0.3400
0.7697,0.0068,0.3400
0.7734,0.0068,0.3400
0.7770,0.0068,0.3400
0.7807,0.0068,0.3400
0.7844,0.0068,0.3400
0.7880,0.0068,0.3400
0.7917,0.0068,0.3400
0.7954,0.0068,0.3400
0.7990,0.0068,0.3400
0.5388,0.0077,0.3400
0.5535,0.0077,0.3400
0.7147,0.0077,0.3400
0.7184,0.0077,0.3400
0.7221,0.0077,0.3400
0.7257,0.0077,0.3400
0.7294,0.0077,0.3400
0.7331,0.0077,0.3400
0.7367,0.0077,0.3400
0.7404,0.0077,0.3400
0.5351,0.0085,0.3400
0.5571,0.0085,0.3400
0.6121,0.0085,0.3400
0.6158,0.0085,0.3400
0.6194,0.0085,0.3400
0.6231,0.0085,0.3400
0.6268,0.0085,0.3400
0.6304,0.0085,0.3400
0.6341,0.0085,0.3400
0.6378,0.0085,0.3400
0.6414,0.0085,0.3400
0.6451,0.0085,0.3400
0.6488,0.0085,0.3400
0.6524,0.0085,0.3400
0.6561,0.0085,0.3400
0.6597,0.0085,0.3400
0.6634,0.0085,0.3400
0.6671,0.0085,0.3400
0.6707,0.0085,0.3400
0.6744,0.0085,0.3400
0.6781,0.0085,0.3400
0.6817,0.0085,0.3400
0.6854,0.0085,0.3400
0.6891,0.0085,0.3400
0.6927,0.0085,0.3400
0.6964,0.0085,0.3400
0.7001,0.0085,0.3400
0.7037,0.0085,0.3400
0.7074,0.0085,0.3400
0.7111,0.0085,0.3400
0.5315,0.0094,0.3400
0.5608,0.0094,0.3400
0.5645,0.0094,0.3400
0.5681,0.0094,0.3400
0.5718,0.0094,0.3400
0.5754,0.0094,0.3400
0.5791,0.0094,0.3400
0.5828,0.0094,0.3400
0.5864,0.0094,0.3400
0.5901,0.0094,0.3400
0.5938,0.0094,0.3400
0.5974,0.0094,0.3400
0.6011,0.0094,0.3400
0.6048,0.0094,0.3400
0.6084,0.0094,0.3400
0.5278,0.0103,0.3400
0.4545,0.0111,0.3400
0.4582,0.0111,0.3400
0.4618,0.0111,0.3400
0.5241,0.0111,0.3400
0.3958,0.0120,0.3400
0.3995,0.0120,0.3400
0.4032,0.0120,0.3400
0.4068,0.0120,0.3400
0.4105,0.0120,0.3400
0.4142,0.0120,0.3400
0.4178,0.0120,0.3400
0.4215,0.0120,0.3400
0.4252,0.0120,0.3400
0.4288,0.0120,0.3400
0.4325,0.0120,0.3400
0.4362,0.0120,0.3400
0.4398,0.0120,0.3400
0.4435,0.0120,0.3400
0.4472,0.0120,0.3400
0.4508,0.0120,0.3400
0.4655,0.0120,0.3400
0.4692,0.0120,0.3400
0.4728,0.0120,0.3400
0.4765,0.0120,0.3400
0.4802,0.0120,0.3400
0.4838,0.0120,0.3400
0.4875,0.0120,0.3400
0.4911,0.0120,0.3400
0.4948,0.0120,0.3400
0.4985,0.0120,0.3400
0.5021,0.0120,0.3400
0.5058,0.0120,0.3400
0.5095,0.0120,0.3400
0.5131,0.0120,0.3400
0.5168,0.0120,0.3400
0.5205,0.0120,0.3400
0.3335,0.0129,0.3400
0.3372,0.0129,0.3400
0.3409,0.0129,0.3400
0.3445,0.0129,0.3400
0.3482,0.0129,0.3400
0.3519,0.0129,0.3400
0.3555,0.0129,0.3400
0.3592,0.0129,0.3400
0.3629,0.0129,0.3400
0.3665,0.0129,0.3400
0.3702,0.0129,0.3400
0.3739,0.0129,0.3400
0.3775,0.0129,0.3400
0.3812,0.0129,0.3400
0.3849,0.0129,0.3400
0.3885,0.0129,0.3400
0.3922,0.0129,0.3400
0.3079,0.0137,0.3400
0.3115,0.0137,0.3400
0.3152,0.0137,0.3400
0.3189,0.0137,0.3400
0.3225,0.0137,0.3400
0.3262,0.0137,0.3400
0.3299,0.0137,0.3400
0.2236,0.0146,0.3400
0.2272,0.0146,0.3400
0.2309,0.0146,0.3400
0.2346,0.0146,0.3400
0.2382,0.0146,0.3400
0.2419,0.0146,0.3400
0.2456,0.0146,0.3400
0.2492,0.0146,0.3400
0.2529,0.0146,0.3400
0.2566,0.0146,0.3400
0.2602,0.0146,0.3400
0.2639,0.0146,0.3400
0.2676,0.0146,0.3400
0.2712,0.0146,0.3400
0.2749,0.0146,0.3400
0.2786,0.0146,0.3400
0.2822,0.0146,0.3400
0.2859,0.0146,0.3400
0.2896,0.0146,0.3400
0.2932,0.0146,0.3400
0.2969,0.0146,0.3400
0.3006,0.0146,0.3400
0.3042,0.0146,0.3400
0.1686,0.0154,0.3400
0.1723,0.0154,0.3400
0.1759,0.0154,0.3400
0.1796,0.0154,0.3400
0.1833,0.0154,0.3400
0.1869,0.0154,0.3400
0.1906,0.0154,0.3400
0.1943,0.0154,0.3400
0.1979,0.0154,0.3400
0.2016,0.0154,0.3400
0.2053,0.0154,0.3400
0.2089,0.0154,0.3400
0.2126,0.0154,0.3400
0.2163,0.0154,0.3400
0.2199,0.0154,0.3400
0.1429,0.0163,0.3400
0.1466,0.0163,0.3400
0.1503,0.0163,0.3400
0.1539,0.0163,0.3400
0.1576,0.0163,0.3400
0.1613,0.0163,0.3400
0.1649,0.0163,0.3400
0.0257,0.0172,0.3400
0.0293,0.0172,0.3400
0.0330,0.0172,0.3400
0.0367,0.0172,0.3400
0.0403,0.0172,0.3400
0.0440,0.0172,0.3400
0.0476,0.0172,0.3400
0.0513,0.0172,0.3400
0.0550,0.0172,0.3400
0.0586,0.0172,0.3400
0.0623,0.0172,0.3400
0.0660,0.0172,0.3400
0.0696,0.0172,0.3400
0.0733,0.0172,0.3400
0.0770,0.0172,0.3400
0.0806,0.0172,0.3400
0.0843,0.0172,0.3400
0.0880,0.0172,0.3400
0.0916,0.0172,0.3400
0.0953,0.0172,0.3400
0.0990,0.0172,0.3400
0.1026,0.0172,0.3400
0.1063,0.0172,0.3400
0.1100,0.0172,0.3400
0.1136,0.0172,0.3400
0.1173,0.0172,0.3400
0.1210,0.0172,0.3400
0.1246,0.0172,0.3400
0.1283,0.0172,0.3400
0.1319,0.0172,0.3400
0.1356,0.0172,0.3400
0.1393,0.0172,0.3400
-0.0513,0.0180,0.3400
-0.0476,0.0180,0.3400
-0.0440,0.0180,0.3400
-0.0403,0.0180,0.3400
-0.0367,0.0180,0.3400
-0.0330,0.0180,0.3400
-0.0293,0.0180,0.3400
-0.0220,0.0180,0.3400
-0.0183,0.0180,0.3400
-0.0147,0.0180,0.3400
-0.0110,0.0180,0.3400
-0.0037,0.0180,0.3400
-0.0000,0.0180,0.3400
0.0037,0.0180,0.3400
0.0073,0.0180,0.3400
0.0110,0.0180,0.3400
0.0147,0.0180,0.3400
0.0183,0.0180,0.3400
0.0220,0.0180,0.3400
-0.0916,0.0189,0.3400
-0.0880,0.0189,0.3400
-0.0843,0.0189,0.3400
-0.0806,0.0189,0.3400
-0.0770,0.0189,0.3400
-0.0733,0.0189,0.3400
-0.0696,0.0189,0.3400
-0.0660,0.0189,0.3400
-0.0623,0.0189,0.3400
-0.0586,0.0189,0.3400
-0.0550,0.0189,0.3400
-0.0257,0.0189,0.3400
-0.0073,0.0189,0.3400
-0.1173,0.0198,0.3400
-0.1136,0.0198,0.3400
-0.1100,0.0198,0.3400
-0.1063,0.0198,0.3400
-0.1026,0.0198,0.3400
-0.0990,0.0198,0.3400
-0.0953,0.0198,0.3400
-0.1576,0.0206,0.3400
-0.1539,0.0206,0.3400
-0.1503,0.0206,0.3400
-0.1466,0.0206,0.3400
-0.1429,0.0206,0.3400
-0.1393,0.0206,0.3400
-0.1356,0.0206,0.3400
-0.1320,0.0206,0.3400
-0.1283,0.0206,0.3400
-0.1246,0.0206,0.3400
-0.1210,0.0206,0.3400
-0.1869,0.0215,0.3400
-0.1833,0.0215,0.3400
-0.1796,0.0215,0.3400
-0.1759,0.0215,0.3400
-0.1723,0.0215,0.3400
-0.1686,0.0215,0.3400
-0.1649,0.0215,0.3400
-0.1613,0.0215,0.3400
-0.3225,0.0224,0.3400
-0.3189,0.0224,0.3400
-0.3152,0.0224,0.3400
-0.3115,0.0224,0.3400
-0.3079,0.0224,0.3400
-0.3042,0.0224,0.3400
-0.3006,0.0224,0.3400
-0.2969,0.0224,0.3400
-0.2932,0.0224,0.3400
-0.2896,0.0224,0.3400
-0.2859,0.0224,0.3400
-0.2822,0.0224,0.3400
-0.2786,0.0224,0.3400
-0.2749,0.0224,0.3400
-0.2712,0.0224,0.3400
-0.2676,0.0224,0.3400
-0.2639,0.0224,0.3400
-0.2602,0.0224,0.3400
-0.2566,0.0224,0.3400
-0.2529,0.0224,0.3400
-0.2492,0.0224,0.3400
-0.2456,0.0224,0.3400
-0.2419,0.0224,0.3400
-0.2382,0.0224,0.3400
-0.2346,0.0224,0.3400
-0.2309,0.0224,0.3400
-0.2272,0.0224,0.3400
-0.2236,0.0224,0.3400
-0.2199,0.0224,0.3400
-0.2163,0.0224,0.3400
-0.2126,0.0224,0.3400
-0.2089,0.0224,0.3400
-0.2053,0.0224,0.3400
-0.2016,0.0224,0.3400
-0.1979,0.0224,0.3400
-0.1943,0.0224,0.3400
-0.1906,0.0224,0.3400
-0.3739,0.0232,0.3400
-0.3702,0.0232,0.3400
-0.3665,0.0232,0.3400
-0.3629,0.0232,0.3400
-0.3592,0.0232,0.3400
-0.3555,0.0232,0.3400
-0.3519,0.0232,0.3400
-0.3482,0.0232,0.3400
-0.3445,0.0232,0.3400
-0.3409,0.0232,0.3400
-0.3372,0.0232,0.3400
-0.3335,0.0232,0.3400
-0.3299,0.0232,0.3400
-0.3262,0.0232,0.3400
-0.4838,0.0241,0.3400
-0.4802,0.0241,0.3400
-0.4765,0.0241,0.3400
-0.4728,0.0241,0.3400
-0.4692,0.0241,0.3400
-0.4655,0.0241,0.3400
-0.4618,0.0241,0.3400
-0.4582,0.0241,0.3400
-0.4545,0.0241,0.3400
-0.4398,0.0241,0.3400
-0.4362,0.0241,0.3400
-0.4325,0.0241,0.3400
-0.4288,0.0241,0.3400
-0.4252,0.0241,0.3400
-0.4215,0.0241,0.3400
-0.4178,0.0241,0.3400
-0.4142,0.0241,0.3400
-0.4105,0.0241,0.3400
-0.4068,0.0241,0.3400
-0.4032,0.0241,0.3400
-0.3995,0.0241,0.3400
-0.3959,0.0241,0.3400
-0.3922,0.0241,0.3400
-0.3885,0.0241,0.3400
-0.3849,0.0241,0.3400
-0.3812,0.0241,0.3400
-0.3775,0.0241,0.3400
-0.5278,0.0250,0.3400
-0.5241,0.0250,0.3400
-0.5205,0.0250,0.3400
-0.5168,0.0250,0.3400
-0.5131,0.0250,0.3400
-0.5095,0.0250,0.3400
-0.5058,0.0250,0.3400
-0.5021,0.0250,0.3400
-0.4985,0.0250,0.3400
-0.4948,0.0250,0.3400
-0.4911,0.0250,0.3400
-0.4875,0.0250,0.3400
-0.4508,0.0250,0.3400
-0.4472,0.0250,0.3400
-0.4435,0.0250,0.3400
-0.6304,0.0258,0.3400
-0.6268,0.0258,0.3400
-0.6231,0.0258,0.3400
-0.6194,0.0258,0.3400
-0.6158,0.0258,0.3400
-0.6121,0.0258,0.3400
-0.6084,0.0258,0.3400
-0.6048,0.0258,0.3400
-0.6011,0.0258,0.3400
-0.5974,0.0258,0.3400
-0.5938,0.0258,0.3400
-0.5901,0.0258,0.3400
-0.5864,0.0258,0.3400
-0.5828,0.0258,0.3400
-0.5791,0.0258,0.3400
-0.5754,0.0258,0.3400
-0.5718,0.0258,0.3400
-0.5681,0.0258,0.3400
-0.5645,0.0258,0.3400
-0.5608,0.0258,0.3400
-0.5571,0.0258,0.3400
-0.5535,0.0258,0.3400
-0.5498,0.0258,0.3400
-0.5461,0.0258,0.3400
-0.5425,0.0258,0.3400
-0.5388,0.0258,0.3400
-0.5351,0.0258,0.3400
-0.5315,0.0258,0.3400
-0.6341,0.0267,0.3400
-0.6817,0.0276,0.3400
-0.6781,0.0276,0.3400
-0.6744,0.0276,0.3400
-0.6707,0.0276,0.3400
-0.6671,0.0276,0.3400
-0.6634,0.0276,0.3400
-0.6598,0.0276,0.3400
-0.6561,0.0276,0.3400
-0.6524,0.0276,0.3400
-0.6488,0.0276,0.3400
-0.6451,0.0276,0.3400
-0.6414,0.0276,0.3400
-0.6378,0.0276,0.3400
-0.7367,0.0284,0.3400
-0.7331,0.0284,0.3400
-0.7294,0.0284,0.3400
-0.7257,0.0284,0.3400
-0.7221,0.0284,0.3400
-0.7184,0.0284,0.3400
-0.7147,0.0284,0.3400
-0.7111,0.0284,0.3400
-0.7074,0.0284,0.3400
-0.7037,0.0284,0.3400
-0.7001,0.0284,0.3400
-0.6964,0.0284,0.3400
-0.6927,0.0284,0.3400
-0.6891,0.0284,0.3400
-0.6854,0.0284,0.3400
-0.9017,0.0293,0.3400
-0.8980,0.0293,0.3400
-0.8393,0.0293,0.3400
-0.8357,0.0293,0.3400
-0.8320,0.0293,0.3400
-0.8284,0.0293,0.3400
-0.8247,0.0293,0.3400
-0.8210,0.0293,0.3400
-0.8174,0.0293,0.3400
-0.8137,0.0293,0.3400
-0.8100,0.0293,0.3400
-0.8064,0.0293,0.3400
-0.8027,0.0293,0.3400
-0.7990,0.0293,0.3400
-0.7954,0.0293,0.3400
-0.7917,0.0293,0.3400
-0.7880,0.0293,0.3400
-0.7844,0.0293,0.3400
-0.7807,0.0293,0.3400
-0.7770,0.0293,0.3400
-0.7734,0.0293,0.3400
-0.7697,0.0293,0.3400
-0.7660,0.0293,0.3400
-0.7624,0.0293,0.3400
-0.7587,0.0293,0.3400
-0.7550,0.0293,0.3400
-0.7514,0.0293,0.3400
-0.7477,0.0293,0.3400
-0.7441,0.0293,0.3400
-0.7404,0.0293,0.3400
-0.9090,0.0302,0.3400
-0.9053,0.0302,0.3400
-0.8943,0.0302,0.3400
-0.8907,0.0302,0.3400
-0.8870,0.0302,0.3400
-0.8833,0.0302,0.3400
-0.8797,0.0302,0.3400
-0.8760,0.0302,0.3400
-0.8723,0.0302,0.3400
-0.8687,0.0302,0.3400
-0.8650,0.0302,0.3400
-0.8613,0.0302,0.3400
-0.8577,0.0302,0.3400
-0.8540,0.0302,0.3400
-0.8503,0.0302,0.3400
-0.8467,0.0302,0.3400
-0.8430,0.0302,0.3400
-0.9127,0.0310,0.3400
-0.9163,0.0319,0.3400
-0.9163,0.0328,0.3400
-0.9163,0.0336,0.3400
-0.9163,0.0345,0.3400
-0.9163,0.0354,0.3400
-0.9163,0.0362,0.3400
-0.9163,0.0371,0.3400
-0.9163,0.0380,0.3400
-0.9163,0.0388,0.3400
-0.9163,0.0397,0.3400

